trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_BNF_product_description,score,to_remove_dups,DM+D: Product Description,BNF Code,SNOMED Code,AB_PRESUMED.DIAGNOSIS
prescriptions,clotrimazole,both_sexes,,,,,clotrimazole,anti-fungal,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-clotrimazole-both_sexes.tsv.bgz.tbi,25059,15349,7145,"AFR,CSA,EAS,EUR,MID",5,328,,775,98,20837,95,6308,,8101,2611,399694,1504,0.1019,,0.0436,0.023,0.051213,0.0691,0.98419,,1.0148,1.0169,1.0525,1.0441,prescriptions-clotrimazole-both_sexes.tsv.bgz,prescriptions-clotrimazole-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-clotrimazole-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-clotrimazole-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-clotrimazole-both_sexes.tsv.bgz.tbi,2173635734,2198668,62e2c1f82a2837a0ab9c8f45193fcd08,f3c1fcbaa1d3415782d0aa245ea635b6,PR_clotrimazole_h0.05121_n25059,,0,PR_clotrimazole_h0.05121,1.07,h2_z_insignificant,,0.0072,,Clotrimazole 1% cream,67,0,Clotrimazole 1% cream,1310020H0AAABAB,5.35E+15,
categorical,20003,both_sexes,1140923346,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,co-codamol,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923346.tsv.bgz.tbi,11297,6957,4340,"AFR,CSA,EUR",3,176,,190,,9925,,6448,,8659,,410548,,0.0721,,0.0964,,0.079665,,0.98701,,1.0174,,1.0795,,categorical-20003-both_sexes-1140923346.tsv.bgz,categorical-20003-both_sexes-1140923346.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923346.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923346.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923346.tsv.bgz.tbi,1660852032,2062451,a08b4f8c1d60e155f3f00439a517894a,5d4fb0fa115bbb43f1c364a30a67d3f3,CA_PR_cocodamol_h0.07966_n11297,P50.5,0,CA_PR_cocodamol_h0.07966,1.05,PASS,"CSA,EUR",0.0136,,Co-codamol 8mg/500mg tablets,47,0,Co-codamol 8mg/500mg tablets,0407010F0AAAAAA,3.36E+15,
categorical,20003,both_sexes,1140923350,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,co-dydramol,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923350.tsv.bgz.tbi,3093,1935,1158,"AFR,CSA,EUR",3,59,,97,,2646,,6565,,8752,,417827,,0,,0.0595,,0.13971,,1.0314,,1.0263,,1.0279,,categorical-20003-both_sexes-1140923350.tsv.bgz,categorical-20003-both_sexes-1140923350.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923350.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923350.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923350.tsv.bgz.tbi,1572975466,2046483,0edba4b92051f85fbfd8e0d0138cca9c,9eafb070f56b1f3b9a7d7b9dfddf1016,CA_PR_codydramol_h0.13971_n3093,P50.5,0,CA_PR_codydramol_h0.13971,1.04,h2_z_insignificant,,0.0053,,Co-dydramol 10mg/500mg tablets,49,0,Co-dydramol 10mg/500mg tablets,0407010N0AAAAAA,1.30E+15,
prescriptions,HMG CoA reductase inhibitor|statin,both_sexes,,,,,HMG CoA reductase inhibitor|statin,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-HMG_CoA_reductase_inhibitor|statin-both_sexes.tsv.bgz.tbi,70073,26687,36563,"AFR,AMR,CSA,EAS,EUR,MID",6,579,85,2101,238,59048,224,6057,895,6775,2471,361483,1375,0.0183,0.0766,0.019,0.0524,0.058338,0.0483,0.98411,1.0141,0.9797,1.0066,1.1603,0.99827,prescriptions-HMG_CoA_reductase_inhibitor|statin-both_sexes.tsv.bgz,prescriptions-HMG_CoA_reductase_inhibitor|statin-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-HMG_CoA_reductase_inhibitor|statin-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-HMG_CoA_reductase_inhibitor|statin-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-HMG_CoA_reductase_inhibitor|statin-both_sexes.tsv.bgz.tbi,2413480825,2254918,6113903a02d1bf231cf2cc537e04c3d8,24cf296ec4114ff83a4ee847dcd72a5d,PR_HMG_CoA_reductase_inhibitor_statin_h0.05834_n70073,T46.6X5A,0,PR_HMG_CoA_reductase_inhibitor_statin_h0.05834,1.14,fail_ratio,,0.0227,,Coal tar 1% in White soft paraffin,47,1,Coal tar 1% in White soft paraffin,,2.04E+16,
prescriptions,latanoprost,both_sexes,,,,,latanoprost,prostaglandin analog,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-latanoprost-both_sexes.tsv.bgz.tbi,3492,1493,1667,"AFR,CSA,EUR",3,74,,90,,2914,,6562,,8786,,417617,,0.0195,,0.0785,,0.11613,,1.0014,,1.0204,,1.0762,,prescriptions-latanoprost-both_sexes.tsv.bgz,prescriptions-latanoprost-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-latanoprost-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-latanoprost-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-latanoprost-both_sexes.tsv.bgz.tbi,1586403246,2048968,ed4ea3f6717f0003301a2686fc852c8c,70cafd7c243d7a383228e53717761b04,PR_latanoprost_h0.11613_n3492,,0,PR_latanoprost_h0.11613,1.07,,,,,Coal tar paste,48,1,Coal tar paste,1305020C0AAFEFE,2.04E+16,Glaucoma
prescriptions,bisphosphanate|osteoporosis,both_sexes,,,,,bisphosphanate|osteoporosis,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bisphosphanate|osteoporosis-both_sexes.tsv.bgz.tbi,10884,8025,1729,"CSA,EUR",2,,,207,,9296,,,,8669,,411235,,,,0.0302,,0.05376,,,,1.0311,,1.0219,,prescriptions-bisphosphanate|osteoporosis-both_sexes.tsv.bgz,prescriptions-bisphosphanate|osteoporosis-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bisphosphanate|osteoporosis-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bisphosphanate|osteoporosis-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bisphosphanate|osteoporosis-both_sexes.tsv.bgz.tbi,1162136048,1942134,3dabf1a83533e0b57d37f4dff6bbf68f,28b3725d580d7dc422a65d15d1198dd3,PR_bisphosphanate_osteoporosis_h0.05376_n10884,Z79.83,0,PR_bisphosphanate_osteoporosis_h0.05376,1.05,h2_z_insignificant,,0.0043,,Codeine phosphate powder,51,0,Codeine phosphate powder,0407020C0AAAGAG,5.15E+15,
prescriptions,colchicine,both_sexes,,,,,colchicine,"anti-gout agent,microtuble polymerization inhibitor",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-colchicine-both_sexes.tsv.bgz.tbi,4013,714,2908,"CSA,EUR",2,,,93,,3416,,,,8783,,417115,,,,0.0471,,0.10664,,,,1.0067,,1.0361,,prescriptions-colchicine-both_sexes.tsv.bgz,prescriptions-colchicine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-colchicine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-colchicine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-colchicine-both_sexes.tsv.bgz.tbi,1114117767,1932133,af57792de887726d0813150089b4993f,71777d073fb295a4a1311a4f882dfa59,PR_colchicine_h0.10664_n4013,T50.4X5A,0,PR_colchicine_h0.10664,1.06,h2_z_insignificant,,0.0053,,Colchicine 500microgram tablets,44,0,Colchicine 500microgram tablets,1001040G0AAACAC,3.66E+16,
prescriptions,colecalciferol/calcium carbonate,both_sexes,,,,,colecalciferol/calcium carbonate,"vitamin D derivative,inorganic salt,dietary supplement",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-colecalciferol_calcium_carbonate-both_sexes.tsv.bgz.tbi,6334,4461,1127,"AFR,CSA,EUR",3,79,,563,,4784,,6557,,8313,,415747,,0.14086,,0.0298,,0.06169,,0.98104,,1.004,,1.0152,,prescriptions-colecalciferol_calcium_carbonate-both_sexes.tsv.bgz,prescriptions-colecalciferol_calcium_carbonate-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-colecalciferol_calcium_carbonate-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-colecalciferol_calcium_carbonate-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-colecalciferol_calcium_carbonate-both_sexes.tsv.bgz.tbi,1627351603,2054531,ec68b80a4cf9f302ec64655efffbbdd5,cbfbfa1bd688fa84c2929b4c647950b9,PR_colecalciferol_calcium_carbonate_h0.06169_n6334,E58,0,PR_colecalciferol_calcium_carbonate_h0.06169,1.06,h2_z_insignificant,,0.002,,Colecalciferol 200unit / Calcium carbonate 1g capsules,70,0,Colecalciferol 200unit / Calcium carbonate 1g capsules,0906040N0AAA4A4,7.59E+15,
prescriptions,long-acting insulin analog|diabetes,both_sexes,,,,,long-acting insulin analog|diabetes,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-long-acting_insulin_analog|diabetes-both_sexes.tsv.bgz.tbi,1001,359,525,"CSA,EUR",2,,,64,,776,,,,8812,,419755,,,,0.11268,,0.153,,,,1.0395,,1.0169,,prescriptions-long-acting_insulin_analog|diabetes-both_sexes.tsv.bgz,prescriptions-long-acting_insulin_analog|diabetes-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-long-acting_insulin_analog|diabetes-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-long-acting_insulin_analog|diabetes-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-long-acting_insulin_analog|diabetes-both_sexes.tsv.bgz.tbi,1056171611,1922066,940294c16e58300ea2f5841703a8c018,b782004183b1e2db2ec68e14a2812277,PR_longacting_insulin_analog_diabetes_h0.15300_n1001,Z79.4,0,PR_longacting_insulin_analog_diabetes_h0.15300,1.03,,,,,Colistin 1.5million unit tablets,51,1,Colistin 1.5million unit tablets,0501070H0AAAEAE,3.96E+15,
prescriptions,short-acting insulin analog|diabetes,both_sexes,,,,,short-acting insulin analog|diabetes,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-short-acting_insulin_analog|diabetes-both_sexes.tsv.bgz.tbi,1373,498,733,"CSA,EUR",2,,,74,,1087,,,,8802,,419444,,,,0.15683,,0.17963,,,,0.98838,,1.0092,,prescriptions-short-acting_insulin_analog|diabetes-both_sexes.tsv.bgz,prescriptions-short-acting_insulin_analog|diabetes-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-short-acting_insulin_analog|diabetes-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-short-acting_insulin_analog|diabetes-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-short-acting_insulin_analog|diabetes-both_sexes.tsv.bgz.tbi,1070584565,1924298,94ab6d2f1a725dadf9e72088e9b09404,8308bed3f65e97978a9584e40ba54088,PR_shortacting_insulin_analog_diabetes_h0.17963_n1373,O24.414,0,PR_shortacting_insulin_analog_diabetes_h0.17963,1.02,,,,,Colistin 1.5million unit tablets,50,0,Colistin 1.5million unit tablets,0501070H0AAAEAE,3.96E+15,
prescriptions,conjugated estrogen,both_sexes,,,,,conjugated estrogen,hormone,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-conjugated_estrogen-both_sexes.tsv.bgz.tbi,4317,3948,6,"CSA,EUR",2,,,61,,3787,,,,8815,,416744,,,,0,,0.053453,,,,1.0158,,1.0291,,prescriptions-conjugated_estrogen-both_sexes.tsv.bgz,prescriptions-conjugated_estrogen-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-conjugated_estrogen-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-conjugated_estrogen-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-conjugated_estrogen-both_sexes.tsv.bgz.tbi,1111667601,1932854,8f65da3ca6e5b47d3709c562687e8bd9,8d099994c1ce7340804a04e2246e2c42,PR_conjugated_estrogen_h0.05345_n4317,,0,PR_conjugated_estrogen_h0.05345,1.06,h2_z_insignificant,,0.0054,,Conjugated oestrogens 2.5mg tablets,67,0,Conjugated oestrogens 2.5mg tablets,0604011P0AAADAD,4.55E+15,
prescriptions,PDE5 inhibitor|pulmonary hypertension|erectile dysfunction,both_sexes,,,,,PDE5 inhibitor|pulmonary hypertension|erectile dysfunction,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-PDE5_inhibitor|pulmonary_hypertension|erectile_dysfunction-both_sexes.tsv.bgz.tbi,14741,10,13384,"AFR,CSA,EUR,MID",4,179,,441,,12440,74,6457,,8435,,408091,1525,0.051371,,0.031475,,0.058603,0.11345,1.0389,,1.036,,1.0248,1.035,prescriptions-PDE5_inhibitor|pulmonary_hypertension|erectile_dysfunction-both_sexes.tsv.bgz,prescriptions-PDE5_inhibitor|pulmonary_hypertension|erectile_dysfunction-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-PDE5_inhibitor|pulmonary_hypertension|erectile_dysfunction-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-PDE5_inhibitor|pulmonary_hypertension|erectile_dysfunction-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-PDE5_inhibitor|pulmonary_hypertension|erectile_dysfunction-both_sexes.tsv.bgz.tbi,1930531216,2136964,103e2dacf73815544d42ec07ca6b83c3,80059b3fb4be24e97a7d0b051284a255,PR_PDE5_inhibitor_pulmonary_hypertension_erectile_dysfunction_h0.05860_n14741,,0,PR_PDE5_inhibitor_pulmonary_hypertension_erectile_dysfunction_h0.05860,1.05,h2_z_insignificant,,0.0087,,Constrictor rings for erectile dysfunction,54,0,Constrictor rings for erectile dysfunction,,2.16E+16,
prescriptions,opioid analgesic|selective serotonin re-uptake inhibitor|norepinephrine re-uptake inhibitor,both_sexes,,,,,opioid analgesic|selective serotonin re-uptake inhibitor|norepinephrine re-uptake inhibitor,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz.tbi,27201,14394,10069,"AFR,CSA,EAS,EUR,MID",5,294,,670,56,22929,85,6342,,8206,2653,397602,1514,0.0782,,0.0366,0.0976,0.0803,0.0869,0.99383,,1.0014,1.0144,1.1191,1.0387,prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz,prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz.tbi,2172201609,2198228,225954f504e5a463d43d39f49f696572,edd53ffae46362c56047a3c920d742b8,PR_opioid_analgesic_selective_serotonin_reuptake_inhibitor_norepinephrine_reuptake_inhibitor_h0.08030_n27201,,0,PR_opioid_analgesic_selective_serotonin_norepinephrine_reuptake_inhibitor_h0.08030,1.12,,,,,Contiform vaginal insert for female stress incontinence replacement pack large (Pioneer Medical Europe Ltd),39,0,Contiform vaginal insert for female stress incontinence replacement pack large (Pioneer Medical Europe Ltd),22853498003,2.16E+16,
prescriptions,rabeprazole,both_sexes,,,,,rabeprazole,"proton pump inhibitor,PPI",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-rabeprazole-both_sexes.tsv.bgz.tbi,3220,1733,1206,"CSA,EUR",2,,,69,,2795,,,,8807,,417736,,,,0.0681,,0.092708,,,,0.99729,,1.032,,prescriptions-rabeprazole-both_sexes.tsv.bgz,prescriptions-rabeprazole-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-rabeprazole-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-rabeprazole-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-rabeprazole-both_sexes.tsv.bgz.tbi,1102399695,1930467,37140e40f1b19173a848d8dda250bfa4,5f2718ddb75b1406502bae045b599313,PR_rabeprazole_h0.09271_n3220,,0,PR_rabeprazole_h0.09271,1.04,,,,,Cranberry tablets,57,0,Cranberry tablets,,1.03E+16,
categorical,20003,both_sexes,1140870570,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,vitamin b12 preparation,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140870570.tsv.bgz.tbi,1490,1017,473,"CSA,EUR",2,,,59,,1273,,,,8790,,419200,,,,0.18236,,0.059901,,,,1.0094,,1.0018,,categorical-20003-both_sexes-1140870570.tsv.bgz,categorical-20003-both_sexes-1140870570.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140870570.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140870570.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140870570.tsv.bgz.tbi,1071048737,1924910,c9dcee26619d3f95e5d6d6d9e8064bb4,c1d7ae2f51390b82c7b3202a794f7e27,CA_PR_vitamin_b12_preparation_h0.05990_n1490,D51,0,CA_PR_vitamin_b12_preparation_h0.05990,1.01,h2_z_insignificant,,0.0003,,Crotamiton 10% lotion,55,0,Crotamiton 10% lotion,1303000I0AAABAB,1.25E+15,
prescriptions,anti-coagulant|vitamin K epoxide reductase inhibitor,both_sexes,,,,,anti-coagulant|vitamin K epoxide reductase inhibitor,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-coagulant|vitamin_K_epoxide_reductase_inhibitor-both_sexes.tsv.bgz.tbi,7692,2517,4510,"CSA,EUR",2,,,80,,6736,,,,8796,,413795,,,,0.0882,,0.10456,,,,1.0186,,1.0697,,prescriptions-anti-coagulant|vitamin_K_epoxide_reductase_inhibitor-both_sexes.tsv.bgz,prescriptions-anti-coagulant|vitamin_K_epoxide_reductase_inhibitor-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-coagulant|vitamin_K_epoxide_reductase_inhibitor-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-coagulant|vitamin_K_epoxide_reductase_inhibitor-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-coagulant|vitamin_K_epoxide_reductase_inhibitor-both_sexes.tsv.bgz.tbi,1137315248,1938194,0db340ebd292b07701b4e3534c86f682,f32268a34076c2b5e88e2daa022bf837,PR_anticoagulant_vitamin_K_epoxide_reductase_inhibitor_h0.10456_n7692,T45.7,0,PR_anticoagulant_vitamin_K_epoxide_reductase_inhibitor_h0.10456,1.06,h2_z_insignificant,,0.0066,,Cyanocobalamin 1mg modified-release tablets,46,0,Cyanocobalamin 1mg modified-release tablets,0901020D0AAAHAH,2.89E+16,
prescriptions,cyclizine,both_sexes,,,,,cyclizine,"histamine H1 antagonist,antihistamine",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-cyclizine-both_sexes.tsv.bgz.tbi,4537,2957,1122,"CSA,EUR",2,,,85,,3852,,,,8791,,416679,,,,0.061,,0.072989,,,,1.0165,,1.0646,,prescriptions-cyclizine-both_sexes.tsv.bgz,prescriptions-cyclizine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-cyclizine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-cyclizine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-cyclizine-both_sexes.tsv.bgz.tbi,1117927486,1933308,d993fde50780695818233002e73fc7a2,23c783adb0e615053cb12d0b7ae8364b,PR_cyclizine_h0.07299_n4537,,0,PR_cyclizine_h0.07299,1.04,h2_z_insignificant,,0.0044,,Cyclizine 50mg tablets,52,0,Cyclizine 50mg tablets,0406000F0AAACAC,3.32E+16,
prescriptions,prostaglandin analog,both_sexes,,,,,prostaglandin analog,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-prostaglandin_analog-both_sexes.tsv.bgz.tbi,4150,1769,1994,"AFR,CSA,EUR",3,86,,106,,3471,,6550,,8770,,417060,,0.0504,,0.0755,,0.11962,,1.0143,,1.0148,,1.0612,,prescriptions-prostaglandin_analog-both_sexes.tsv.bgz,prescriptions-prostaglandin_analog-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-prostaglandin_analog-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-prostaglandin_analog-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-prostaglandin_analog-both_sexes.tsv.bgz.tbi,1598725813,2051398,318333c238f3ae1e058d019b31b1d905,eeb51ef6040bd12d17529145a87174c5,PR_prostaglandin_analog_h0.11962_n4150,T40.41,0,PR_prostaglandin_analog_h0.11962,1.07,,,,,Cyproheptadine 4mg tablets,48,0,Cyproheptadine 4mg tablets,0304010K0AAABAB,1.88E+16,
prescriptions,DPP-4 inhibitor|diabetes,both_sexes,,,,,DPP-4 inhibitor|diabetes,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-DPP-4_inhibitor|diabetes-both_sexes.tsv.bgz.tbi,1786,598,996,"CSA,EUR",2,,,164,,1344,,,,8712,,419187,,,,0.19727,,0.2204,,,,0.99444,,1.0338,,prescriptions-DPP-4_inhibitor|diabetes-both_sexes.tsv.bgz,prescriptions-DPP-4_inhibitor|diabetes-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-DPP-4_inhibitor|diabetes-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-DPP-4_inhibitor|diabetes-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-DPP-4_inhibitor|diabetes-both_sexes.tsv.bgz.tbi,1090670603,1926756,fa4159d34a66f468d341b8eda2a17f0d,f8985c07e662f463f61e95cad8fa34f0,PR_DPP4_inhibitor_diabetes_h0.22040_n1786,N18.4,0,PR_DPP4_inhibitor_diabetes_h0.22040,1.05,h2_z_insignificant,,0.005,,Dasatinib 20mg tablets,48,0,Dasatinib 20mg tablets,0801050ANAAAAAA,1.65E+16,
