trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_phenocode,score,to_remove_dups
categorical,41200,both_sexes,H333,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H333.tsv.bgz.tbi,886,405,481,EUR,1,,,,,789,,,,,,419742,,,,,,0.12226,,,,,,0.99128,,categorical-41200-both_sexes-H333.tsv.bgz,categorical-41200-both_sexes-H333.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H333.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H333.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H333.tsv.bgz.tbi,534842931,1751526,f2c5edf62a0ce6d96816b1f89baa5185,17cad7a61398da839c8da034e3a7e388,CA_Summary_Operations_h0.12226_n886,,0,CA_Anterior_resection_of_rectum_and_anastomosis_of_colon_to_rectum_using_staples_h0.12226,1.02,h2_z_insignificant,,-0.0005,not_found,G69.3 Ileectomy and anastomosis of ileum to ileum,56,0
categorical,41200,both_sexes,H412,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H41.2 Peranal excision of lesion of rectum,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H412.tsv.bgz.tbi,633,292,341,EUR,1,,,,,567,,,,,,419964,,,,,,0.065446,,,,,,1.0006,,categorical-41200-both_sexes-H412.tsv.bgz,categorical-41200-both_sexes-H412.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H412.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H412.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H412.tsv.bgz.tbi,531719176,1751595,44d8e725838771220cdf2f75b1a9347b,dcc753a2e050cae27f0e75b63c8b02de,CA_Summary_Operations_h0.06545_n633,S36.62XA,0,CA_Peranal_excision_of_lesion_of_rectum_h0.06545,1.04,h2_z_insignificant,,0.0022,not_found,C10.1 Excision of lesion of eyebrow,65,0
categorical,41200,both_sexes,H444,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H44.4 Examination of rectum under anaesthetic,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H444.tsv.bgz.tbi,966,496,470,EUR,1,,,,,824,,,,,,419707,,,,,,0.077984,,,,,,0.9956,,categorical-41200-both_sexes-H444.tsv.bgz,categorical-41200-both_sexes-H444.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H444.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H444.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H444.tsv.bgz.tbi,535232473,1751642,a1ebec033ed6aa33f1131893ee26bad2,97b74d02550ec45a52e23e030c4b1ed4,CA_Summary_Operations_h0.07798_n966,Z00.110,0,CA_Examination_of_rectum_under_anaesthetic_h0.07798,1.04,h2_z_insignificant,,0.0043,not_found,D28.2 Examination of ear under anaesthetic,83,0
categorical,41200,both_sexes,H482,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H48.2 Excision of skin tag of anus,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H482.tsv.bgz.tbi,1635,1073,562,"CSA,EUR",2,,,52,,1369,,,,8824,,419162,,,,0.1201,,0.142,,,,1.0269,,0.99625,,categorical-41200-both_sexes-H482.tsv.bgz,categorical-41200-both_sexes-H482.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H482.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H482.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H482.tsv.bgz.tbi,1071841901,1925305,d492d1233023872af0974f0fa561fc96,d73ce988d09e6830c21c638eea3e72cd,CA_Excision_of_skin_tag_of_anus_h0.14200_n1635,K64.4,0,CA_Excision_of_skin_tag_of_anus_h0.14200,1.03,h2_z_insignificant,,0.0019,not_found,E04.2 Excision of turbinate of nose NEC,68,0
categorical,41200,both_sexes,H524,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H52.4 Rubber band ligation of haemorrhoid,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H524.tsv.bgz.tbi,5225,2379,2846,"AFR,CSA,EUR",3,74,,123,,4482,,6562,,8753,,416049,,0,,0.0638,,0.069374,,0.99796,,1.0332,,1.0385,,categorical-41200-both_sexes-H524.tsv.bgz,categorical-41200-both_sexes-H524.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H524.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H524.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H524.tsv.bgz.tbi,1601968241,2051072,844d58af882f22856625e95a9c97401b,61b9faf95fcf099c320cf927238c1254,CA_Rubber_band_ligation_of_haemorrhoid_h0.06937_n5225,W49.03XD,0,CA_Rubber_band_ligation_of_haemorrhoid_h0.06937,1.03,h2_z_insignificant,,0.0042,not_found,L85.2 Ligation of short saphenous vein,51,0
categorical,41200,both_sexes,H541,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H54.1 Anorectal stretch,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H541.tsv.bgz.tbi,332,170,162,EUR,1,,,,,280,,,,,,420251,,,,,,0.15616,,,,,,0.97727,,categorical-41200-both_sexes-H541.tsv.bgz,categorical-41200-both_sexes-H541.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H541.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H541.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H541.tsv.bgz.tbi,522402208,1751177,d2fbd92856cccc1a5ee781b186a6fca7,4ef7af242f4ed7bf7e7abbf11d69311f,CA_Summary_Operations_h0.15616_n332,2Y03Anorectal,0,CA_Anorectal_stretch_h0.15616,0.998,h2_z_insignificant,,-0.001,not_found,B08.1 Total thyroidectomy,50,0
categorical,41200,both_sexes,H568,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H56.8 Other specified other operations on anus,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H568.tsv.bgz.tbi,811,473,338,EUR,1,,,,,715,,,,,,419816,,,,,,0.094857,,,,,,0.98848,,categorical-41200-both_sexes-H568.tsv.bgz,categorical-41200-both_sexes-H568.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H568.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H568.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H568.tsv.bgz.tbi,534065421,1751636,f460fc27d78f9e72022ab809f9052733,4e86ce3db666a6f942bebb550e1c94eb,CA_Summary_Operations_h0.09486_n811,N90.69,0,CA_Other_specified_other_operations_on_anus_h0.09486,1.01,h2_z_insignificant,,0.002,not_found,F32.8 Other specified other operations on palate,85,0
categorical,41200,both_sexes,H582,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H58.2 Drainage of perianal abscess,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H582.tsv.bgz.tbi,1202,382,820,EUR,1,,,,,1012,,,,,,419519,,,,,,0.14797,,,,,,1.0333,,categorical-41200-both_sexes-H582.tsv.bgz,categorical-41200-both_sexes-H582.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H582.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H582.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H582.tsv.bgz.tbi,537603403,1751593,baa43a719474ef82fbf82952f6d7a3ab,516b7999a8ff532a98b380481cd1ff92,CA_Summary_Operations_h0.14797_n1202,K61.0,0,CA_Drainage_of_perianal_abscess_h0.14797,1.03,h2_z_insignificant,,-0.0001,not_found,T12.2 Drainage of pleural cavity NEC,63,0
categorical,41200,both_sexes,J023,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",J02.3 Resection of segment of liver,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-J023.tsv.bgz.tbi,242,104,138,EUR,1,,,,,214,,,,,,420317,,,,,,0.070866,,,,,,0.97813,,categorical-41200-both_sexes-J023.tsv.bgz,categorical-41200-both_sexes-J023.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J023.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J023.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-J023.tsv.bgz.tbi,518279437,1750870,9a06812a21a141904c7167b04be303ec,779d4c0252091bfe5059918bb622a7d5,CA_Summary_Operations_h0.07087_n242,S36.112A,0,CA_Resection_of_segment_of_liver_h0.07087,0.975,h2_z_insignificant,,-0.0017,not_found,F02.1 Excision of lesion of lip,61,0
categorical,41200,both_sexes,J183,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",J18.3 Total cholecystectomy NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-J183.tsv.bgz.tbi,15746,11550,4196,"AFR,CSA,EAS,EUR",4,91,,201,54,14065,,6545,,8675,2655,406466,,0.0358,,0.045,0.21389,0.06604,,1.0154,,1.0008,0.99245,1.0627,,categorical-41200-both_sexes-J183.tsv.bgz,categorical-41200-both_sexes-J183.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J183.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J183.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-J183.tsv.bgz.tbi,1848542035,2122365,0a30bafbc1f2c657457171395d2ab519,ca6f9df4d1108a54bb7950db7406b017,CA_Total_cholecystectomy_NEC_h0.06604_n15746,H49.30,0,CA_Total_cholecystectomy_NEC_h0.06604,1.05,PASS,"CSA,EUR",0.0149,not_found,J18.5 Partial cholecystectomy NEC,88,0
categorical,41200,both_sexes,J185,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",J18.5 Partial cholecystectomy NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-J185.tsv.bgz.tbi,249,128,121,EUR,1,,,,,228,,,,,,420303,,,,,,0.21079,,,,,,1.005,,categorical-41200-both_sexes-J185.tsv.bgz,categorical-41200-both_sexes-J185.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J185.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J185.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-J185.tsv.bgz.tbi,519517210,1750812,6218a7ea9b6622a2359970a319d812f6,458b42f8bd20a7863124c06a43dfc4be,CA_Summary_Operations_h0.21079_n249,Q92,0,CA_Partial_cholecystectomy_NEC_h0.21079,1,h2_z_insignificant,,0.0039,not_found,J18.3 Total cholecystectomy NEC,88,0
categorical,41200,both_sexes,K263,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",K26.3 Prosthetic replacement of aortic valve,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-K263.tsv.bgz.tbi,431,126,305,EUR,1,,,,,377,,,,,,420154,,,,,,0.067495,,,,,,1.0126,,categorical-41200-both_sexes-K263.tsv.bgz,categorical-41200-both_sexes-K263.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-K263.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-K263.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-K263.tsv.bgz.tbi,526573703,1751536,36ff89aeaf3195173e2707ffc72b5abd,facc51982a87c80903d97a11734879b2,CA_Summary_Operations_h0.06749_n431,Z95.2,0,CA_Prosthetic_replacement_of_aortic_valve_h0.06749,1,h2_z_insignificant,,-0.0003,not_found,W42.1 Primary total prosthetic replacement of knee joint NEC,62,0
categorical,41200,both_sexes,K453,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",K45.3 Anastomosis of mammary artery to left anterior descending coronary artery,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-K453.tsv.bgz.tbi,3949,535,3414,"CSA,EUR",2,,,155,,3444,,,,8721,,417087,,,,0.0204,,0.11695,,,,1.0153,,1.0623,,categorical-41200-both_sexes-K453.tsv.bgz,categorical-41200-both_sexes-K453.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-K453.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-K453.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-K453.tsv.bgz.tbi,1121723041,1933347,c30b6af1c86681454784fd5f2c8f659c,f7a1388d1890356f0c47d3e19a09fadd,CA_Anastomosis_of_mammary_artery_to_left_anterior_descending_coronary_artery_h0.11695_n3949,,0,CA_Anastomosis_of_mammary_artery_to_left_anterior_descending_coronary_artery_h0.11695,1.06,not_EUR_plus_1,,0.0101,not_found,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples,40,0
