trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups,similar_phenocode,score
phecode,381.9,both_sexes,,,Otorrhea,,Otorrhea,sense organs,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-381.9-both_sexes.tsv.bgz.tbi,348,151,176,EUR,1,,,,,311,,,,,,416007,,,,,,0.19444,,,,,,0.99587,,phecode-381.9-both_sexes.tsv.bgz,phecode-381.9-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-381.9-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-381.9-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-381.9-both_sexes.tsv.bgz.tbi,523970537,1750818,acd7a5c68bc08d850c22c11bfaf9dbf5,196b21a9e30d2b164faf65eaf6e62cc4,PH_Otorrhea_h0.19444_n348,H92.10,0,PH_Otorrhea_h0.19444_K51,0.973,h2_z_insignificant,,0.0018,H92,0,Other heart block,48
icd10,H93,both_sexes,,,"H93 Other disorders of ear, not elsewhere classified",truncated: true,"H93 Other disorders of ear, not elsewhere classified","Chapter VIII Diseases of the ear and mastoid process | H90-H95 Other disorders of ear | H93 Other disorders of ear, not elsewhere classified",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-H93-both_sexes.tsv.bgz.tbi,945,457,419,EUR,1,,,,,821,,,,,,419710,,,,,,0.069869,,,,,,1.0555,,icd10-H93-both_sexes.tsv.bgz,icd10-H93-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H93-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H93-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-H93-both_sexes.tsv.bgz.tbi,535554267,1751675,d8059d935d7618a651f25030aa966883,e3c7b91e969a030572e74e1d470481f4,IC_Other_disorders_of_ear_not_elsewhere_classified_h0.06987_n945,H93,0,IC_Other_disorders_of_ear_not_elsewhere_classified_h0.06987,1.04,h2_z_insignificant,,0.0028,H93,0,"N28 Other disorders of kidney and ureter, not elsewhere classified",83
phecode,389.4,both_sexes,,,Tinnitus,,Tinnitus,sense organs,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-389.4-both_sexes.tsv.bgz.tbi,812,375,372,EUR,1,,,,,700,,,,,,414345,,,,,,0.060245,,,,,,1.013,,phecode-389.4-both_sexes.tsv.bgz,phecode-389.4-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-389.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-389.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-389.4-both_sexes.tsv.bgz.tbi,533771035,1751327,8a55f2465a73b57a6777feeaf0803b8b,508dad85257e109e3a1a0a6b1f5260ef,PH_Tinnitus_h0.06025_n812,H93.13,0,PH_Tinnitus_h0.06025_F32,1.03,h2_z_insignificant,,0.0035,H93,1,peritonitis,53
icd10,I05,both_sexes,,,I05 Rheumatic mitral valve diseases,truncated: true,I05 Rheumatic mitral valve diseases,Chapter IX Diseases of the circulatory system | I05-I09 Chronic rheumatic heart diseases | I05 Rheumatic mitral valve diseases,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I05-both_sexes.tsv.bgz.tbi,487,262,178,EUR,1,,,,,409,,,,,,420122,,,,,,0.21125,,,,,,1.0159,,icd10-I05-both_sexes.tsv.bgz,icd10-I05-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I05-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I05-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I05-both_sexes.tsv.bgz.tbi,527515889,1751178,27eba6f1c5acfde9b54b0ffc87d6dd86,97b497c7786226942bc4ecd8026f5ee4,IC_Rheumatic_mitral_valve_diseases_h0.21125_n487,I05,0,IC_Rheumatic_mitral_valve_diseases_h0.21125,0.995,h2_z_insignificant,,0.0008,I05,0,Mitral valve disease,69
categorical,20002,both_sexes,1072,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",essential hypertension,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1072.tsv.bgz.tbi,2286,1185,1101,"AFR,CSA,EUR",3,60,,92,,1897,,6564,,8757,,418576,,0.078,,0.20025,,0.059811,,0.99893,,0.9911,,1.0391,,categorical-20002-both_sexes-1072.tsv.bgz,categorical-20002-both_sexes-1072.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1072.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1072.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1072.tsv.bgz.tbi,1562394622,2044658,f468a3c182cc191337b80eb24c5898ec,c480fbfcf23610bbc479c56b96020bc5,CA_essential_hypertension_h0.05981_n2286,I10,0,CA_essential_hypertension_h0.05981,1.03,h2_z_insignificant,,0.0002,I10,1,Essential hypertension,95
phecode,401.1,both_sexes,,,Essential hypertension,,Essential hypertension,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.1-both_sexes.tsv.bgz.tbi,108554,46669,53811,"AFR,AMR,CSA,EAS,EUR,MID",6,2026,158,2682,431,94062,346,4589,816,6170,2272,325488,1245,0,0.0603,0.034,0.0384,0.064991,0.0139,0.98682,0.94876,1.013,0.98496,1.29,0.96448,phecode-401.1-both_sexes.tsv.bgz,phecode-401.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.1-both_sexes.tsv.bgz.tbi,2427617767,2257025,5addb0b832d6f28a3e33153c12ad99db,715efd0dd6e7615dd8ff62e855a6b21f,PH_Essential_hypertension_h0.06499_n108554,I10,0,PH_Essential_hypertension_h0.06499,1.26,PASS,"CSA,EUR",0.0862,I10,1,essential hypertension,95
categorical,20002,both_sexes,1065,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",hypertension,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1065.tsv.bgz.tbi,126196,60057,66139,"AFR,AMR,CSA,EAS,EUR,MID",6,2519,203,2564,563,109307,374,4105,777,6285,2144,311166,1221,0.0123,0.0469,0.0253,0.0558,0.079513,0.0244,1.027,0.95722,1.0043,0.98405,1.3745,0.97102,categorical-20002-both_sexes-1065.tsv.bgz,categorical-20002-both_sexes-1065.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1065.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1065.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1065.tsv.bgz.tbi,2428746329,2257042,2078a3e60b2f4321df2b2e485fd4a284,4d807e29a633d6878ef39ad30ddf2ef1,CA_hypertension_h0.07951_n126196,I97.3,0,CA_hypertension_h0.07951,1.32,PASS,"CSA,EUR",0.125,I10,1,Hypertension,92
phecode,401,both_sexes,,,Hypertension,,Hypertension,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401-both_sexes.tsv.bgz.tbi,108852,46788,53965,"AFR,AMR,CSA,EAS,EUR,MID",6,2037,160,2690,431,94311,348,4589,816,6170,2272,325488,1245,0.00788,0.0648,0.0327,0.0384,0.065304,0.0192,1.0153,0.96811,1.0005,0.99877,1.2696,0.95493,phecode-401-both_sexes.tsv.bgz,phecode-401-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401-both_sexes.tsv.bgz.tbi,2427571609,2257051,ded462022d0e8db4b00872ce89e81b30,34b921be8eea8e7410e7c899e3fb3331,PH_Hypertension_h0.06530_n108852,I97.3,0,PH_Hypertension_h0.06530,1.3,PASS,"CSA,EUR",0.0862,I10,0,hypertension,92
phecode,401.21,both_sexes,,,Hypertensive heart disease,,Hypertensive heart disease,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.21-both_sexes.tsv.bgz.tbi,351,111,207,EUR,1,,,,,280,,,,,,325488,,,,,,0.21124,,,,,,1.0006,,phecode-401.21-both_sexes.tsv.bgz,phecode-401.21-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.21-both_sexes.tsv.bgz.tbi,522464966,1750942,a842991df97e3968396952c2af7498c9,7509cbfbab12f680f278fab8002ac7ac,PH_Hypertensive_heart_disease_h0.21124_n351,I11.0,0,PH_Hypertensive_heart_disease_h0.21124,1.01,h2_z_insignificant,,0.0023,I11,0,I12 Hypertensive renal disease,82
icd10,I12,both_sexes,,,I12 Hypertensive renal disease,truncated: true,I12 Hypertensive renal disease,Chapter IX Diseases of the circulatory system | I10-I15 Hypertensive diseases | I12 Hypertensive renal disease,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I12-both_sexes.tsv.bgz.tbi,1953,674,1113,"AFR,CSA,EUR",3,57,,98,,1608,,6579,,8778,,418923,,0.084,,0.0837,,0.069428,,1.0308,,1.0033,,1.0151,,icd10-I12-both_sexes.tsv.bgz,icd10-I12-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I12-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I12-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I12-both_sexes.tsv.bgz.tbi,1556549014,2043765,bc24a5f6265f64eb0937ba1628de1f16,d840520605ff57652372703fe70a1190,IC_Hypertensive_renal_disease_h0.06943_n1953,I12,0,IC_Hypertensive_renal_disease_h0.06943,1.03,h2_z_insignificant,,0.003,I12,0,Hypertensive heart disease,79
phecode,401.22,both_sexes,,,Hypertensive chronic kidney disease,,Hypertensive chronic kidney disease,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.22-both_sexes.tsv.bgz.tbi,1957,676,1115,"AFR,CSA,EUR",3,57,,98,,1612,,4589,,6170,,325488,,0.0879,,0.0825,,0.093248,,1.0435,,1.0023,,1.0299,,phecode-401.22-both_sexes.tsv.bgz,phecode-401.22-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.22-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.22-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.22-both_sexes.tsv.bgz.tbi,1555663886,2043711,53f55ec6bc340b09f1c5d0d754943cb5,7627e4b443c32b2049ef54280060724b,PH_Hypertensive_chronic_kidney_disease_h0.09325_n1957,I12,0,PH_Hypertensive_chronic_kidney_disease_h0.09325,1.06,h2_z_insignificant,,0.0054,I12-I12.0-I12.9,0,Hypertensive heart disease,75
phecode,401.2,both_sexes,,,Hypertensive heart and/or renal disease,,Hypertensive heart and/or renal disease,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.2-both_sexes.tsv.bgz.tbi,2313,789,1326,"AFR,CSA,EUR",3,75,,111,,1898,,4589,,6170,,325488,,0.0106,,0.057,,0.068945,,1.0057,,1.018,,1.0427,,phecode-401.2-both_sexes.tsv.bgz,phecode-401.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-401.2-both_sexes.tsv.bgz.tbi,1574921746,2047125,da88e7f6b594e0914b741b2f71172904,16a1187c040d565684f0a51cdc06efc4,PH_Hypertensive_heart_and_or_renal_disease_h0.06895_n2313,I13.2,0,PH_Hypertensive_heart_and_or_renal_disease_h0.06895,1.05,h2_z_insignificant,,0.0043,I13-I13.0-I13.1-I13.2-I13.9,0,Hypertensive heart disease,80
icd10,I20,both_sexes,,,I20 Angina pectoris,truncated: true,I20 Angina pectoris,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I20 Angina pectoris,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I20-both_sexes.tsv.bgz.tbi,24468,7963,14737,"AFR,CSA,EAS,EUR,MID",5,218,,841,58,21286,88,6418,,8035,2651,399245,1511,0.0948,,0.0361,0.0619,0.072475,0.0193,1.0041,,1.0183,0.98921,1.1068,1.0471,icd10-I20-both_sexes.tsv.bgz,icd10-I20-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I20-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I20-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I20-both_sexes.tsv.bgz.tbi,2162643033,2196733,d81a63298d97e1902d2176bde74dd409,793aea6174f61ed7bcf3c19a9b4ab6bb,IC_Angina_pectoris_h0.07247_n24468,I20,0,IC_Angina_pectoris_h0.07247,1.11,PASS,"CSA,EUR",0.0306,I20,0,Angina pectoris,88
categorical,20002,both_sexes,1074,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",angina,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1074.tsv.bgz.tbi,15537,5053,10484,"AFR,CSA,EUR,MID",4,150,,494,,13408,72,6474,,8355,,407065,1523,0.0861,,0.0446,,0.096313,0,0.98787,,1.0071,,1.0801,1.0289,categorical-20002-both_sexes-1074.tsv.bgz,categorical-20002-both_sexes-1074.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1074.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1074.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1074.tsv.bgz.tbi,1926482602,2136247,151e335e74a46f1345e750635b3d1866,dd076aece6f4b6e34712c3d0a0a63d48,CA_angina_h0.09631_n15537,I23.7,1,CA_angina_h0.09631,1.07,PASS,"CSA,EUR",0.0218,I20,1,anaemia,62
phecode,411.1,both_sexes,,,Unstable angina (intermediate coronary syndrome),,Unstable angina (intermediate coronary syndrome),circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-411.1-both_sexes.tsv.bgz.tbi,6594,1996,4116,"AFR,CSA,EUR",3,58,,283,,5652,,6224,,7496,,382052,,0.13675,,0.059,,0.068815,,0.99644,,1.0048,,1.0434,,phecode-411.1-both_sexes.tsv.bgz,phecode-411.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-411.1-both_sexes.tsv.bgz.tbi,1608785819,2051374,b8525e1643331f6fe91de0acebf7f5e8,f218737a22c735d353c42e3be183af2b,PH_Unstable_angina_intermediate_coronary_syndrome_h0.06882_n6594,I20.0,0,PH_Unstable_angina_intermediate_coronary_syndrome_h0.06882,1.03,PASS,"CSA,EUR",0.0131,I20,0,N05 Unspecified nephritic syndrome,49
phecode,411.3,both_sexes,,,Angina pectoris,,Angina pectoris,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-411.3-both_sexes.tsv.bgz.tbi,24542,7995,14774,"AFR,CSA,EAS,EUR,MID",5,218,,842,58,21352,89,6224,,7496,2605,382052,1430,0.0773,,0.0362,0.0685,0.077278,0.0249,1.0157,,0.99967,1.0032,1.1398,1.0555,phecode-411.3-both_sexes.tsv.bgz,phecode-411.3-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.3-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.3-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-411.3-both_sexes.tsv.bgz.tbi,2162323248,2196866,d7fd25c5caa47ce8342bccc591a71062,409ae0359102f2b7a4527682bb2bb7d2,PH_Angina_pectoris_h0.07728_n24542,I20.9,1,PH_Angina_pectoris_h0.07728,1.12,PASS,"CSA,EUR",0.0345,I20_I20.1_I20.8_I20.9,1,I20 Angina pectoris,88
icd10,I21,both_sexes,,,I21 Acute myocardial infarction,truncated: true,I21 Acute myocardial infarction,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I21 Acute myocardial infarction,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I21-both_sexes.tsv.bgz.tbi,11583,2491,8253,"AFR,CSA,EUR",3,80,,374,,10141,,6556,,8502,,410390,,0.064,,0.0303,,0.083402,,1.0206,,1.0108,,1.0827,,icd10-I21-both_sexes.tsv.bgz,icd10-I21-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I21-both_sexes.tsv.bgz.tbi,1640723705,2056938,f1b24e3fd1102d5dba56dfde3853849f,60490f60623f9ef906fbe41464c18da6,IC_Acute_myocardial_infarction_h0.08340_n11583,I21,0,IC_Acute_myocardial_infarction_h0.08340,1.08,not_EUR_plus_1,,0.0147,I21,0,I22 Subsequent myocardial infarction,81
phecode,411.2,both_sexes,,,Myocardial infarction,,Myocardial infarction,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-411.2-both_sexes.tsv.bgz.tbi,17259,3850,12146,"AFR,CSA,EUR,MID",4,128,,564,,15065,59,6224,,7496,,382052,1430,0.0654,,0.03,,0.087515,0.0548,0.99725,,1.0082,,1.1037,1.0774,phecode-411.2-both_sexes.tsv.bgz,phecode-411.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-411.2-both_sexes.tsv.bgz.tbi,1925335440,2135683,ac0d10334de3614a38b2db67b883d280,db71261dcfe4c1323839d48210c69856,PH_Myocardial_infarction_h0.08751_n17259,I21.9,0,PH_Myocardial_infarction_h0.08751,1.1,PASS,"CSA,EUR",0.0264,I21-I21.0-I21.1-I21.2-I21.3-I21.4-I21.9-I22-I22.0-I22.1-I22.8-I22.9-I23-I23.0-I23.1-I23.2-I23.3-I23.6-I23.8-I24.1-I25.2-I51.0-I51.3,1,I21 Acute myocardial infarction,77
icd10,I22,both_sexes,,,I22 Subsequent myocardial infarction,truncated: true,I22 Subsequent myocardial infarction,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I22 Subsequent myocardial infarction,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I22-both_sexes.tsv.bgz.tbi,859,120,684,EUR,1,,,,,761,,,,,,419770,,,,,,0.15252,,,,,,1.0199,,icd10-I22-both_sexes.tsv.bgz,icd10-I22-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I22-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I22-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I22-both_sexes.tsv.bgz.tbi,534478005,1751783,acebb6afacaf06048631cc55a9326e7b,e133f0b4ab380ec174faf3df7aab3f07,IC_Subsequent_myocardial_infarction_h0.15252_n859,I22,0,IC_Subsequent_myocardial_infarction_h0.15252,1.03,h2_z_insignificant,,0.0023,I22,0,I21 Acute myocardial infarction,81
categorical,20002,both_sexes,1075,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",heart attack/myocardial infarction,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1075.tsv.bgz.tbi,11076,2168,8908,"AFR,CSA,EUR",3,70,,324,,9743,,6554,,8525,,410730,,0.0408,,0.0398,,0.097881,,0.9959,,0.99555,,1.0743,,categorical-20002-both_sexes-1075.tsv.bgz,categorical-20002-both_sexes-1075.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1075.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1075.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1075.tsv.bgz.tbi,1632710165,2055781,02d951343af9fc23dbbf0d7839b3c4ec,236528493c882ecbe6ad3f55451f0e2f,CA_heart_attack_myocardial_infarction_h0.09788_n11076,I25.2,0,CA_heart_attack_myocardial_infarction_h0.09788,1.07,PASS,"CSA,EUR",0.0191,I22.9,0,Myocardial infarction,73
