;phenocode;X;Unnamed..0;Unnamed..0.1;trait_type;pheno_sex;coding;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10
106;345.12;993;993;5843;phecode;both_sexes;;;Partial epilepsy;;;neurological;402;192;170;EUR;1;NA;NA;NA;NA;345;NA;NA;NA;NA;NA;403249;NA;NA;NA;NA;NA;0.14294;NA;NA;NA;NA;NA;1.0012;NA;phecode-345.12-both_sexes.tsv.bgz;phecode-345.12-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-345.12-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-345.12-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-345.12-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-345.12-both_sexes.tsv.bgz.tbi;525572002;1751103;279ad015f8656c4fd5e409c671d9f2dc;fe9662eba96ebdfa8ac5203a72bf1564;PH_Partial_epilepsy_h0.14294_n402;neurological;;PH_Partial_epilepsy_h0.14294_n402;G40
107;348.2;994;994;5847;phecode;both_sexes;;;Cerebral edema and compression of brain;;;neurological;410;216;162;EUR;1;NA;NA;NA;NA;349;NA;NA;NA;NA;NA;403249;NA;NA;NA;NA;NA;0.13918;NA;NA;NA;NA;NA;0.98234;NA;phecode-348.2-both_sexes.tsv.bgz;phecode-348.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-348.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-348.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-348.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-348.2-both_sexes.tsv.bgz.tbi;525861535;1751135;de93a397ed132026b14e823d000f0fab;174912702ab108b54dad0a5af0b7d68a;PH_Cerebral_edema_and_compression_of_brain_h0.13918_n410;neurological;;PH_Cerebral_edema_and_compression_of_brain_h0.13918_n410;G93
108;348.8;995;995;5850;phecode;both_sexes;;;Encephalopathy, not elsewhere classified;;;neurological;213;71;125;EUR;1;NA;NA;NA;NA;180;NA;NA;NA;NA;NA;403249;NA;NA;NA;NA;NA;0.1521;NA;NA;NA;NA;NA;0.98897;NA;phecode-348.8-both_sexes.tsv.bgz;phecode-348.8-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-348.8-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-348.8-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-348.8-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-348.8-both_sexes.tsv.bgz.tbi;514414690;1750683;aee13a30242fd080e10cde8638325dd7;f55486308189c6b7fc6850e33e4d13b3;PH_Encephalopathy,_not_elsewhere_classified_h0.15210_n213;neurological;;PH_Encephalopathy,_not_elsewhere_classified_h0.15210_n213;G93
109;349;996;996;5852;phecode;both_sexes;;;Other and unspecified disorders of the nervous system;;;neurological;610;297;258;EUR;1;NA;NA;NA;NA;525;NA;NA;NA;NA;NA;403249;NA;NA;NA;NA;NA;0.076283;NA;NA;NA;NA;NA;1.0034;NA;phecode-349-both_sexes.tsv.bgz;phecode-349-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-349-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-349-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-349-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-349-both_sexes.tsv.bgz.tbi;530919396;1751368;3f9b9987435350a0fcd43f43e3e25109;ace9572cd05139a14664834d48d2f23b;PH_Other_and_unspecified_disorders_of_the_nervous_system_h0.07628_n610;neurological;;PH_Other_and_unspecified_disorders_of_the_nervous_system_h0.07628_n610;G96
110;350.1;997;997;5854;phecode;both_sexes;;;Abnormal involuntary movements;;;neurological;1394;652;631;EUR;1;NA;NA;NA;NA;1221;NA;NA;NA;NA;NA;415922;NA;NA;NA;NA;NA;0.055144;NA;NA;NA;NA;NA;1.0382;NA;phecode-350.1-both_sexes.tsv.bgz;phecode-350.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-350.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-350.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-350.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-350.1-both_sexes.tsv.bgz.tbi;539392697;1751996;06090fa8835d287042ac70aaf3e9e62f;715e5c9be2b07304f7daf46d5813255a;PH_Abnormal_involuntary_movements_h0.05514_n1394;neurological;;PH_Abnormal_involuntary_movements_h0.05514_n1394;R25
111;359;998;998;5868;phecode;both_sexes;;;Muscular dystrophies and other myopathies;;;neurological;630;278;311;EUR;1;NA;NA;NA;NA;548;NA;NA;NA;NA;NA;417332;NA;NA;NA;NA;NA;0.1368;NA;NA;NA;NA;NA;1.0194;NA;phecode-359-both_sexes.tsv.bgz;phecode-359-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-359-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-359-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-359-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-359-both_sexes.tsv.bgz.tbi;531279464;1751725;18be15b9e7ec60ee3e904e1787a58d51;56b2007dc38993d569221903032ca845;PH_Muscular_dystrophies_and_other_myopathies_h0.13680_n630;neurological;;PH_Muscular_dystrophies_and_other_myopathies_h0.13680_n630;G71
112;359.2;999;999;5870;phecode;both_sexes;;;Myopathy;;;neurological;622;276;306;EUR;1;NA;NA;NA;NA;542;NA;NA;NA;NA;NA;417332;NA;NA;NA;NA;NA;0.11468;NA;NA;NA;NA;NA;1.0353;NA;phecode-359.2-both_sexes.tsv.bgz;phecode-359.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-359.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-359.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-359.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-359.2-both_sexes.tsv.bgz.tbi;531204569;1751665;11234bcd9250f217a2e8a8e9a062f17b;883e5bff578a55858f64118fd1738351;PH_Myopathy_h0.11468_n622;neurological;;PH_Myopathy_h0.11468_n622;G71
113;360;1000;1000;5871;phecode;both_sexes;;;Disorders of the globe;;;sense organs;626;288;282;EUR;1;NA;NA;NA;NA;523;NA;NA;NA;NA;NA;404535;NA;NA;NA;NA;NA;0.095121;NA;NA;NA;NA;NA;1.0186;NA;phecode-360-both_sexes.tsv.bgz;phecode-360-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-360-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-360-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-360-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-360-both_sexes.tsv.bgz.tbi;530878090;1751461;e19a5e3f4592cfca16a6d2472e65dc6f;fece9ccef133bd224da88b1a76931489;PH_Disorders_of_the_globe_h0.09512_n626;sense_organs;;PH_Disorders_of_the_globe_h0.09512_n626;H44
114;362.3;1001;1001;5878;phecode;both_sexes;;;Other nondiabetic retinopathy;;;sense organs;239;105;111;EUR;1;NA;NA;NA;NA;196;NA;NA;NA;NA;NA;404535;NA;NA;NA;NA;NA;0.051608;NA;NA;NA;NA;NA;0.99445;NA;phecode-362.3-both_sexes.tsv.bgz;phecode-362.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-362.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-362.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-362.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-362.3-both_sexes.tsv.bgz.tbi;515117202;1750652;5dea77fbd34c856569cbf6c4d92efecc;d4f35f9bc471cfe30a8d47d10d40000d;PH_Other_nondiabetic_retinopathy_h0.05161_n239;sense_organs;;PH_Other_nondiabetic_retinopathy_h0.05161_n239;H35
115;362.4;1002;1002;5880;phecode;both_sexes;;;Retinal vascular changes and abnomalities;;;sense organs;1283;498;678;EUR;1;NA;NA;NA;NA;1095;NA;NA;NA;NA;NA;404535;NA;NA;NA;NA;NA;0.098226;NA;NA;NA;NA;NA;0.9925;NA;phecode-362.4-both_sexes.tsv.bgz;phecode-362.4-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-362.4-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-362.4-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-362.4-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-362.4-both_sexes.tsv.bgz.tbi;538380748;1751703;0fbd997ab3f9fc66c8da8033e667cbeb;9e83653290a67d31c364c97afb520831;PH_Retinal_vascular_changes_and_abnomalities_h0.09823_n1283;sense_organs;;PH_Retinal_vascular_changes_and_abnomalities_h0.09823_n1283;H35
116;364;1003;1003;5886;phecode;both_sexes;;;Corneal opacity and other disorders of cornea;;;sense organs;1098;576;442;EUR;1;NA;NA;NA;NA;951;NA;NA;NA;NA;NA;404535;NA;NA;NA;NA;NA;0.13875;NA;NA;NA;NA;NA;1.026;NA;phecode-364-both_sexes.tsv.bgz;phecode-364-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-364-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-364-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-364-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-364-both_sexes.tsv.bgz.tbi;536636182;1751479;62582ac0555b7d45ec833656df4ad181;38a4d11d03d3b826e21054ebd515cb1b;PH_Corneal_opacity_and_other_disorders_of_cornea_h0.13875_n1098;sense_organs;;PH_Corneal_opacity_and_other_disorders_of_cornea_h0.13875_n1098;H18
117;364.4;1004;1004;5889;phecode;both_sexes;;;Corneal degenerations;;;sense organs;340;164;153;EUR;1;NA;NA;NA;NA;292;NA;NA;NA;NA;NA;404535;NA;NA;NA;NA;NA;0.19756;NA;NA;NA;NA;NA;1.0076;NA;phecode-364.4-both_sexes.tsv.bgz;phecode-364.4-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-364.4-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-364.4-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-364.4-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-364.4-both_sexes.tsv.bgz.tbi;523398313;1751162;7940440a573f23eb95adb5442e752e97;ad9a65822085f368200df75443e008e4;PH_Corneal_degenerations_h0.19756_n340;sense_organs;;PH_Corneal_degenerations_h0.19756_n340;H18
118;365.2;1005;1005;5896;phecode;both_sexes;;;Primary angle-closure glaucoma;;;sense organs;1046;631;339;EUR;1;NA;NA;NA;NA;921;NA;NA;NA;NA;NA;404535;NA;NA;NA;NA;NA;0.12398;NA;NA;NA;NA;NA;1.0406;NA;phecode-365.2-both_sexes.tsv.bgz;phecode-365.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-365.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-365.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-365.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-365.2-both_sexes.tsv.bgz.tbi;536583594;1752346;607d54811dd7879242bd6b832482dd57;d6981e7485c201794076eda1d51da661;PH_Primary_angle-closure_glaucoma_h0.12398_n1046;sense_organs;;PH_Primary_angle-closure_glaucoma_h0.12398_n1046;H40
119;367.1;1006;1006;5901;phecode;both_sexes;;;Myopia;;;sense organs;2004;1018;827;EUR;1;NA;NA;NA;NA;1758;NA;NA;NA;NA;NA;416775;NA;NA;NA;NA;NA;0.094519;NA;NA;NA;NA;NA;1.0669;NA;phecode-367.1-both_sexes.tsv.bgz;phecode-367.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-367.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-367.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-367.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-367.1-both_sexes.tsv.bgz.tbi;541773202;1752144;5ba82c8a00920e89801e6f44064a7c23;3c423f36f40ffeb39bf4a183411040e2;PH_Myopia_h0.09452_n2004;sense_organs;;PH_Myopia_h0.09452_n2004;H52
120;368.1;1007;1007;5906;phecode;both_sexes;;;Amblyopia;;;sense organs;862;447;355;EUR;1;NA;NA;NA;NA;774;NA;NA;NA;NA;NA;416168;NA;NA;NA;NA;NA;0.21164;NA;NA;NA;NA;NA;1.0099;NA;phecode-368.1-both_sexes.tsv.bgz;phecode-368.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-368.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-368.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-368.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-368.1-both_sexes.tsv.bgz.tbi;534486743;1751627;5c5eaecabbe92527c07e52bb55cc682f;29ec5ce030c0f04c9c42d4c67bf6e72c;PH_Amblyopia_h0.21164_n862;sense_organs;;PH_Amblyopia_h0.21164_n862;H53
121;368.3;1008;1008;5908;phecode;both_sexes;;;Anisometropia;;;sense organs;243;124;102;EUR;1;NA;NA;NA;NA;210;NA;NA;NA;NA;NA;416168;NA;NA;NA;NA;NA;0.1613;NA;NA;NA;NA;NA;0.97128;NA;phecode-368.3-both_sexes.tsv.bgz;phecode-368.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-368.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-368.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-368.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-368.3-both_sexes.tsv.bgz.tbi;517977475;1750779;a3faf0fe82fd2a6e26d13bc10395a832;f99d3372180708908b0718d3500c44c2;PH_Anisometropia_h0.16130_n243;sense_organs;;PH_Anisometropia_h0.16130_n243;H52
122;368.9;1009;1009;5910;phecode;both_sexes;;;Subjective visual disturbances;;;sense organs;964;512;369;EUR;1;NA;NA;NA;NA;833;NA;NA;NA;NA;NA;416168;NA;NA;NA;NA;NA;0.13487;NA;NA;NA;NA;NA;1.0153;NA;phecode-368.9-both_sexes.tsv.bgz;phecode-368.9-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-368.9-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-368.9-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-368.9-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-368.9-both_sexes.tsv.bgz.tbi;535636311;1751713;e3bc82e59a388934f9510c71daf4ed93;9abffdfe41b7b9811d38efe49ff4ef78;PH_Subjective_visual_disturbances_h0.13487_n964;sense_organs;;PH_Subjective_visual_disturbances_h0.13487_n964;H53
123;369.5;1010;1010;5913;phecode;both_sexes;;;Conjunctivitis, infectious;;;sense organs;398;199;177;EUR;1;NA;NA;NA;NA;348;NA;NA;NA;NA;NA;409073;NA;NA;NA;NA;NA;0.13878;NA;NA;NA;NA;NA;0.97756;NA;phecode-369.5-both_sexes.tsv.bgz;phecode-369.5-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-369.5-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-369.5-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-369.5-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-369.5-both_sexes.tsv.bgz.tbi;525593566;1751067;912dee9af2bc785c3ed3ca0be0ada4c1;357a5c2242e3d0450c0a06ad0835fd91;PH_Conjunctivitis,_infectious_h0.13878_n398;sense_organs;;PH_Conjunctivitis,_infectious_h0.13878_n398;H10
124;377.3;1011;1011;5927;phecode;both_sexes;;;Optic neuritis/neuropathy;;;sense organs;257;142;94;EUR;1;NA;NA;NA;NA;222;NA;NA;NA;NA;NA;410363;NA;NA;NA;NA;NA;0.19008;NA;NA;NA;NA;NA;0.96535;NA;phecode-377.3-both_sexes.tsv.bgz;phecode-377.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-377.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-377.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-377.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-377.3-both_sexes.tsv.bgz.tbi;518793757;1750865;a39152b9f627e31f27c9422956ec52ef;f0fc0ce45dc5843060b13d81fb69b277;PH_Optic_neuritis_neuropathy_h0.19008_n257;sense_organs;;PH_Optic_neuritis_neuropathy_h0.19008_n257;H46
125;378;1012;1012;5928;phecode;both_sexes;;;Strabismus and other disorders of binocular eye movements;;;sense organs;1961;940;849;EUR;1;NA;NA;NA;NA;1714;NA;NA;NA;NA;NA;410363;NA;NA;NA;NA;NA;0.080444;NA;NA;NA;NA;NA;1.0558;NA;phecode-378-both_sexes.tsv.bgz;phecode-378-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-378-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-378-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-378-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-378-both_sexes.tsv.bgz.tbi;541600343;1751979;d2c18dbac108dc1beea02202aff85021;d2faddfb566113f14a8fd7baedbe8830;PH_Strabismus_and_other_disorders_of_binocular_eye_movements_h0.08044_n1961;sense_organs;;PH_Strabismus_and_other_disorders_of_binocular_eye_movements_h0.08044_n1961;H50
126;378.1;1013;1013;5929;phecode;both_sexes;;;Strabismus (not specified as paralytic);;;sense organs;1210;640;467;EUR;1;NA;NA;NA;NA;1063;NA;NA;NA;NA;NA;410363;NA;NA;NA;NA;NA;0.12019;NA;NA;NA;NA;NA;1.0213;NA;phecode-378.1-both_sexes.tsv.bgz;phecode-378.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-378.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-378.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-378.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-378.1-both_sexes.tsv.bgz.tbi;537876049;1751766;b40f36200d2d5dee67a9d2de5233236b;1dd617c09e55fe3958aca9ddc6da6ee1;PH_Strabismus_(not_specified_as_paralytic)_h0.12019_n1210;sense_organs;;PH_Strabismus_(not_specified_as_paralytic)_h0.12019_n1210;H50
127;379.2;1014;1014;5933;phecode;both_sexes;;;Disorders of vitreous body;;;sense organs;2018;950;904;EUR;1;NA;NA;NA;NA;1774;NA;NA;NA;NA;NA;410363;NA;NA;NA;NA;NA;0.079926;NA;NA;NA;NA;NA;1.057;NA;phecode-379.2-both_sexes.tsv.bgz;phecode-379.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-379.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-379.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-379.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-379.2-both_sexes.tsv.bgz.tbi;541994547;1752008;4f8701e77231b94dffd5e089326f22e9;fbf855e553af89146dfe862321c9490b;PH_Disorders_of_vitreous_body_h0.07993_n2018;sense_organs;;PH_Disorders_of_vitreous_body_h0.07993_n2018;H43
128;379.5;1015;1015;5936;phecode;both_sexes;;;Disorders of iris and ciliary body;;;sense organs;571;250;286;EUR;1;NA;NA;NA;NA;495;NA;NA;NA;NA;NA;410363;NA;NA;NA;NA;NA;0.2361;NA;NA;NA;NA;NA;1.0094;NA;phecode-379.5-both_sexes.tsv.bgz;phecode-379.5-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-379.5-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-379.5-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-379.5-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-379.5-both_sexes.tsv.bgz.tbi;530184738;1751527;de37dcccc30afed5dba032b6b2958719;5a45aa94a8d1bd3aa9c18835ac0e6f45;PH_Disorders_of_iris_and_ciliary_body_h0.23610_n571;sense_organs;;PH_Disorders_of_iris_and_ciliary_body_h0.23610_n571;H21
129;38.1;884;884;5455;phecode;both_sexes;;;Gram negative septicemia;;;infectious diseases;1431;563;772;EUR;1;NA;NA;NA;NA;1263;NA;NA;NA;NA;NA;401597;NA;NA;NA;NA;NA;0.075251;NA;NA;NA;NA;NA;1.0146;NA;phecode-038.1-both_sexes.tsv.bgz;phecode-038.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-038.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-038.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-038.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-038.1-both_sexes.tsv.bgz.tbi;539395968;1751745;644e9a6ea9cadc073b362359c785686e;0c3698557971e89c4383ba43be0233e5;PH_Gram_negative_septicemia_h0.07525_n1431;infectious_diseases;;PH_Gram_negative_septicemia_h0.07525_n1431;A41
