;coding;X;Unnamed..0;Unnamed..0.1;trait_type;phenocode;pheno_sex;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10;AB_PRESUMED.DIAGNOSIS
105;1141180212;189;189;973;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;escitalopram;UK Biobank Assessment Centre > Verbal interview > Medications;833;548;285;EUR;1;NA;NA;NA;NA;739;NA;NA;NA;NA;NA;419734;NA;NA;NA;NA;NA;0.13293;NA;NA;NA;NA;NA;1.0027;NA;categorical-20003-both_sexes-1141180212.tsv.bgz;categorical-20003-both_sexes-1141180212.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180212.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180212.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180212.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180212.tsv.bgz.tbi;534362166;1751555;d396d6cae98fbfee4d1358f42d8065c1;efa9bae78b1be07769e7d112f6b5c5c1;CA_Medications_h0.13293_n833;Medications;escitalopram;CA_PRS_escitalopram_h0.13293_n833;F32_F31;Depression/Mood Disorder
106;1141180226;190;190;974;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;amoxicillin;UK Biobank Assessment Centre > Verbal interview > Medications;384;193;191;EUR;1;NA;NA;NA;NA;331;NA;NA;NA;NA;NA;420142;NA;NA;NA;NA;NA;0.11085;NA;NA;NA;NA;NA;0.98755;NA;categorical-20003-both_sexes-1141180226.tsv.bgz;categorical-20003-both_sexes-1141180226.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180226.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180226.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180226.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180226.tsv.bgz.tbi;525293807;1751310;3ec057d0ee399dff3cfb883b443cb5e3;03539f5fc4d5597685941b7e3198791a;CA_Medications_h0.11085_n384;Medications;amoxicillin;CA_PRS_amoxicillin_h0.11085_n384;J06;Acute URTI NOS
107;1141184726;191;191;983;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;xalacom 0.005%/0.5% eye drops;UK Biobank Assessment Centre > Verbal interview > Medications;251;106;145;EUR;1;NA;NA;NA;NA;228;NA;NA;NA;NA;NA;420245;NA;NA;NA;NA;NA;0.13676;NA;NA;NA;NA;NA;0.99823;NA;categorical-20003-both_sexes-1141184726.tsv.bgz;categorical-20003-both_sexes-1141184726.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141184726.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141184726.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141184726.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141184726.tsv.bgz.tbi;519099132;1750987;c78a26931d247d97db21a7c4076a0071;0314ad6c8220714f7b2e358b3d9cd939;CA_Medications_h0.13676_n251;Medications;xalacom 0.005%/0.5% eye drops;CA_PRS_xalacom_0.005%_0.5%_eye_drops_h0.13676_n251;H40;Glaucoma
108;1141184748;192;192;984;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;levocetirizine;UK Biobank Assessment Centre > Verbal interview > Medications;289;183;106;EUR;1;NA;NA;NA;NA;256;NA;NA;NA;NA;NA;420217;NA;NA;NA;NA;NA;0.13697;NA;NA;NA;NA;NA;1.0003;NA;categorical-20003-both_sexes-1141184748.tsv.bgz;categorical-20003-both_sexes-1141184748.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141184748.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141184748.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141184748.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141184748.tsv.bgz.tbi;521120496;1750945;8cadd74800d2e540cf7b0a803f353a59;659090d1e82ab9fc1f9d29071e246b9a;CA_Medications_h0.13697_n289;Medications;levocetirizine;CA_PRS_levocetirizine_h0.13697_n289;L50_T78;Urticaria/Hypersensitivity NOS
109;1141190158;193;193;996;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;cipralex 5mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;417;301;116;EUR;1;NA;NA;NA;NA;376;NA;NA;NA;NA;NA;420097;NA;NA;NA;NA;NA;0.082892;NA;NA;NA;NA;NA;0.99889;NA;categorical-20003-both_sexes-1141190158.tsv.bgz;categorical-20003-both_sexes-1141190158.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141190158.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141190158.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141190158.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141190158.tsv.bgz.tbi;526557023;1751121;3f19dda8d2f63e5bc505e7d7ef6551d9;46a448870154db37d75e80da3996aed0;CA_Medications_h0.08289_n417;Medications;cipralex 5mg tablet;CA_PRS_cipralex_5mg_tablet_h0.08289_n417;F32;Depression
110;1141192414;194;194;1002;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;crestor 10mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;313;135;178;EUR;1;NA;NA;NA;NA;267;NA;NA;NA;NA;NA;420206;NA;NA;NA;NA;NA;0.11065;NA;NA;NA;NA;NA;1.0145;NA;categorical-20003-both_sexes-1141192414.tsv.bgz;categorical-20003-both_sexes-1141192414.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192414.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192414.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192414.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192414.tsv.bgz.tbi;522097275;1751026;5bf30605a4afd2926e24419e0d235be0;f85fe8fafbd848b2ac8abcc921eb4063;CA_Medications_h0.11065_n313;Medications;crestor 10mg tablet;CA_PRS_crestor_10mg_tablet_h0.11065_n313;E78;Hyperchlosterolaemia
111;1141192916;195;195;1005;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;rino clenil 50micrograms nasal spray;UK Biobank Assessment Centre > Verbal interview > Medications;918;536;382;EUR;1;NA;NA;NA;NA;818;NA;NA;NA;NA;NA;419655;NA;NA;NA;NA;NA;0.11745;NA;NA;NA;NA;NA;1.0236;NA;categorical-20003-both_sexes-1141192916.tsv.bgz;categorical-20003-both_sexes-1141192916.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192916.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192916.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192916.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192916.tsv.bgz.tbi;535656022;1751355;c361f9c9386ca7aaf97f7cbe0eb3588c;8352dbbc01e7514de313460c3ae6fcd7;CA_Medications_h0.11745_n918;Medications;rino clenil 50micrograms nasal spray;CA_PRS_rino_clenil_50micrograms_nasal_spray_h0.11745_n918;J31;Allergic Rhinitis
112;1141193282;196;196;1006;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;olmesartan;UK Biobank Assessment Centre > Verbal interview > Medications;580;249;331;EUR;1;NA;NA;NA;NA;519;NA;NA;NA;NA;NA;419954;NA;NA;NA;NA;NA;0.16407;NA;NA;NA;NA;NA;1.0173;NA;categorical-20003-both_sexes-1141193282.tsv.bgz;categorical-20003-both_sexes-1141193282.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141193282.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141193282.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141193282.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141193282.tsv.bgz.tbi;530753181;1751361;185581a4f9802c6b4f0a873cdfc93e51;cc17be2bd15569811320699a5d1dfc75;CA_Medications_h0.16407_n580;Medications;olmesartan;CA_PRS_olmesartan_h0.16407_n580;I10_I50;HTN/HF
113;1141200322;197;197;1018;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;solifenacin;UK Biobank Assessment Centre > Verbal interview > Medications;744;531;213;EUR;1;NA;NA;NA;NA;649;NA;NA;NA;NA;NA;419824;NA;NA;NA;NA;NA;0.12966;NA;NA;NA;NA;NA;1.0145;NA;categorical-20003-both_sexes-1141200322.tsv.bgz;categorical-20003-both_sexes-1141200322.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141200322.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141200322.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141200322.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141200322.tsv.bgz.tbi;533265378;1751277;9fb49b84429626cf8ef7fdf9c3a3eb84;62a6002bf65190022c1ddb1b04971fa7;CA_Medications_h0.12966_n744;Medications;solifenacin;CA_PRS_solifenacin_h0.12966_n744;N39;Urinary incontinence
114;1141200384;198;198;1019;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;vesicare 5mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;441;331;110;EUR;1;NA;NA;NA;NA;383;NA;NA;NA;NA;NA;420090;NA;NA;NA;NA;NA;0.088011;NA;NA;NA;NA;NA;1.0253;NA;categorical-20003-both_sexes-1141200384.tsv.bgz;categorical-20003-both_sexes-1141200384.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141200384.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141200384.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141200384.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141200384.tsv.bgz.tbi;526957946;1751347;644dc02c944ab6d73525bc18237dd7de;13e9c57663c78f25bb821bf80d9d2a7c;CA_Medications_h0.08801_n441;Medications;vesicare 5mg tablet;CA_PRS_vesicare_5mg_tablet_h0.08801_n441;N39;Urinary incontinence
115;1141200564;199;199;1020;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;duloxetine;UK Biobank Assessment Centre > Verbal interview > Medications;401;257;144;EUR;1;NA;NA;NA;NA;347;NA;NA;NA;NA;NA;420126;NA;NA;NA;NA;NA;0.12162;NA;NA;NA;NA;NA;1.0081;NA;categorical-20003-both_sexes-1141200564.tsv.bgz;categorical-20003-both_sexes-1141200564.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141200564.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141200564.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141200564.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141200564.tsv.bgz.tbi;525533520;1751333;b1a8b2d36049ea1c02a3c2b61843a23d;0eb7e2c0ebad280202c8c4c0a400647c;CA_Medications_h0.12162_n401;Medications;duloxetine;CA_PRS_duloxetine_h0.12162_n401;F32_F31;Depression / Mood Disorder
116;1201;200;200;1029;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;st john's wort/hypericum [ctsu];UK Biobank Assessment Centre > Verbal interview > Medications;846;641;205;EUR;1;NA;NA;NA;NA;743;NA;NA;NA;NA;NA;419730;NA;NA;NA;NA;NA;0.15351;NA;NA;NA;NA;NA;1.0085;NA;categorical-20003-both_sexes-1201.tsv.bgz;categorical-20003-both_sexes-1201.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1201.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1201.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1201.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1201.tsv.bgz.tbi;534598277;1751346;d5da621933571fead8cb12a94c8db870;2cd631d6f1d8587200dbc903ae3c780c;CA_Medications_h0.15351_n846;Medications;st john's wort/hypericum [ctsu];"CA_PRS_[""st_john's_wort_hypericum_[ctsu]""]_h0.15351_n846";Y57_F32;NOS Medication/Depression
117;2038459704;201;201;1031;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;carbamazepine;UK Biobank Assessment Centre > Verbal interview > Medications;720;348;372;EUR;1;NA;NA;NA;NA;649;NA;NA;NA;NA;NA;419824;NA;NA;NA;NA;NA;0.22631;NA;NA;NA;NA;NA;1.0003;NA;categorical-20003-both_sexes-2038459704.tsv.bgz;categorical-20003-both_sexes-2038459704.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-2038459704.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-2038459704.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-2038459704.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-2038459704.tsv.bgz.tbi;532979792;1751654;c7e6735744ee98173ec620024796d0cc;c5997034d7eb953faa907e02009e4b23;CA_Medications_h0.22631_n720;Medications;carbamazepine;CA_PRS_carbamazepine_h0.22631_n720;G40;Epilepsy
118;2038459814;202;202;1032;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;digoxin;UK Biobank Assessment Centre > Verbal interview > Medications;1192;355;837;EUR;1;NA;NA;NA;NA;1082;NA;NA;NA;NA;NA;419391;NA;NA;NA;NA;NA;0.15375;NA;NA;NA;NA;NA;1.0251;NA;categorical-20003-both_sexes-2038459814.tsv.bgz;categorical-20003-both_sexes-2038459814.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-2038459814.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-2038459814.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-2038459814.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-2038459814.tsv.bgz.tbi;538074466;1752304;1c98cff8c59e48d7f21aee976dd23660;2be4d359cbcfc7f423c6923cfbf6c0b5;CA_Medications_h0.15375_n1192;Medications;digoxin;CA_PRS_digoxin_h0.15375_n1192;I48;AF
